id,rating,comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен
3886150,5,проблемы как таковой не было я в процессе поиска страх компании и всего лишь спасибо сотрудникам,,,,,
3886231,5,быстро чётко без проблем одно слово мастер,,,,,
3886721,5,работает спасибо,,,,,
3886923,5,сегодня ездил все исправно работает спасибо,,,,,
3886937,5,спасибо большое всё понятно,,,,,
3887002,5,татьяна спасибо,,,,,
3887203,5,на вопрос ответили крепления нельзя повесить в колясочной,,,,,
3887228,5,большое спасибо,,,,,
3887353,5,лучший,,,,,
3887392,5,спасибо за то что быстро отреагировали,,,,,
3887422,5,сервис на высоте мастер профессионал,,,,,
3887606,1,ок,,,,,
3887614,2,надолго ли,,,,,
3887743,5,спасибо все работает,,,,,
3887844,5,заявка выполнена спасибо,,,,,
3887922,5,дверь закрывается намного лучше,,,,,
3888009,5,спасибо за быстрое реагирование,,,,,
3888318,5,оперативно сработали благодарю,,,,,
3888354,5,спасибо сантехнику алексею все сделано качественно,,,,,
3888539,5,огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику прибывшему в воскресенье через минут после написания заявки все решилось наилучшим образом вот так бы все вопросы оперативно решались,,,,,
3888591,5,очень оперативно и никуда не пришлось ходить,,,,,
3888606,5,проблема решена,,,,,
3888633,5,очень оперативно отреагировали спасибо,,,,,
3888794,5,оперативно качественно вопросов не возникло спасибо,,,,,
3888828,5,благодарю за оперативность,,,,,
3889213,5,спасибо за оперативное решение проблемы,,,,,
3889473,1,оперативная работа,,,,,
3889502,5,оперативное решение проблемы,,,,,
3889542,5,первый раз вы решили вопрос быстро,,,,,
3889783,5,отлично спасибо,,,,,
3889827,5,спасибо большое татьяна,,,,,
3889956,5,лучший мастер на свете спасибо большое,,,,,
3890030,5,спасибо большое что починили домофон,,,,,
3890209,5,отличная работа,,,,,
3890231,5,спасибо огромное за помощь,,,,,
3890239,5,обычная услуга цена правда завышена за около ти минут работы,,,,,
3890275,5,отличная работа теперь дверь закрывается плавно спасибо,,,,,
3890393,5,все супер быстро спасибо,,,,,
3890484,5,оперативно спасибо,,,,,
3890486,5,супер,,,,,
3890517,5,молодцы оперативно,,,,,
3890604,5,вопрос решился быстро спасибо,,,,,
3890678,5,александру спасибо за объяснение причины бульканья,,,,,
3890716,5,спасибо всё быстро,,,,,
3890985,5,спасибо исправили мою ошибку,,,,,
3891095,5,мастер сделал все очень быстро и аккуратно,,,,,
3891325,5,очень вежливый и профессиональный мастер устранил все недочеты оперативно и качественно просто отлично спасибо,,,,,
3891380,5,иван огромное спасибо вам,,,,,
3891477,5,среагировали за минут,,,,,
3891489,5,спасибо специалисту роману который помог мне наконец то решить мой вопрос очень грамотный и вежливый специалист,,,,,
3891568,5,спасибо в тот же день электрик решил проблему,,,,,
3891612,5,лифт и полы помыли большое спасибо за уборку ждём установку зеркал в лифтах,,,,,
3891850,5,да все верно спасибо,,,,,
3891871,5,спасибо всё бистро устранили,,,,,
3891943,4,спасибо вроде бы стало лучше,,,,,
3892115,5,спасибо большое за вашу быструю и профессиональную помощь,,,,,
3892189,5,все быстро не смотря на поздний час,,,,,
3892432,5,ответ был предоставлен оперативно и в полном объеме,,,,,
3892474,5,спасибо огромное напор стал отличным,,,,,
3892548,5,спасибо там правда все убрали и стало прям чисто если можете еще отмыть пятна чего то буду очень вам признателен возможно там нужна не только тряпка,,,,,
3892589,5,сделали,,,,,
3892591,5,спасибо мастеру сергею за четкую работу,,,,,
3892629,4,наконец то очень надеюсь что через дня он не встанет снова,,,,,
3892632,5,благодарим очень оперативно,,,,,
3892659,5,быстро мастеру большое спасибо,,,,,
3892748,5,вопрос решен быстро спасибо мастеру фото выполненной работы приложил и даже позвонил,,,,,
3892858,5,главное что проблема решена спасибо,,,,,
3892909,5,спасибо все сделали быстро очень вежливые сотрудники,,,,,
3892910,5,спасибо что решили проблему оперативно,,,,,
3893074,5,оперативно внимательно вежливо спасибо,,,,,
3893110,5,спасибо всё оперативно сделали,,,,,
3893437,5,была распечатана бумажная квитанция хочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение самолет ук,,,,,
3893476,5,заявка быстра принята в работу проблема решена спасибо,,,,,
3893532,5,молодцы быстро,,,,,
3893735,5,спасибо большое за оперативность,,,,,
3893860,5,спасибо большое всех благ и процветание вашей компании,,,,,
3893967,5,спасибо электрику,,,,,
3894064,5,всё грамотно по полочкам объяснил,,,,,
3894130,5,благодарю за быстро и качественно оказанную услугу,,,,,
3894191,5,спасибо за оперативное решение вопроса,,,,,
3894326,5,огромное спасибо быстро и качественно,,,,,
3894440,5,спасибо за ремонт,,,,,
3894680,5,благодарю менеджера татьяну,,,,,
3894684,5,благодарю менеджера,,,,,
3894714,5,сотрудники молодцы,,,,,
3894893,5,оперативно и качественно браво,,,,,
3894902,5,спасибо огромное оперативно и качественно решили проблему,,,,,
3895042,5,поднималась сегодня с утра запаха нет совсем спасибо большое,,,,,
3895051,5,специалист проконсультировал сориентировал по срокам,,,,,
3895064,5,спасибо быстро и качественно,,,,,
3895519,5,быстро и оперативно,,,,,
3895624,5,оперативно пока работает,,,,,
3895634,5,лика спасибо вам за оперативный ответ и подробные разъяснения по работе с приложением,,,,,
3895794,5,отличный сотрудник,,,,,
3895805,5,спасибо мастеру олегу,,,,,
3895874,5,для точной оценки нужно пережить зиму и понять лучше стало или нет,,,,,
3895925,5,спасибо большое за оперативность уже оценили песочек очень хороший чистый дети были очень рады что в песочнице достаточное количество песка,,,,,
3896179,5,быстро качественно,,,,,
3896191,5,спасибо большое всё решили быстро,,,,,
3896230,5,оперативно быстро,,,,,
3896480,5,оказали не только услугу по приобретению ключа но ещё установили приложение ук самолёт,,,,,
3896509,5,приходил мастер все отрегулировал большое спасибо,,,,,
3896614,5,оперативно,,,,,
3896717,5,спасибо за консультацию,,,,,
3896735,5,парни установщики отработали на а вот упаковка не очень тк не полный комплект фурнитуры отсутствовали в комплекте нижняя ответка пришлось колхозить и отпиливать кусок от старой ответки а также шурупы отсутствовали,,,,,
3896818,5,спасибо всё хорошо,,,,,
3896822,5,все ок,,,,,
3896870,5,сразу бы так,,,,,
3896928,5,ответ получен спасибо что результатом стало уточнение и меня поняли,,,,,
3896945,5,благодарю за обратную связь за возможность добавить необходимый документ в лк приложения и тем самым решить вопрос не посещая клиентский офис при звонке было вежливое доброжелательное отношение,,,,,
3896981,5,прислали на следующий день,,,,,
3897000,5,очень быстро отреагировали работа качественная,,,,,
3897003,1,ну устранено,,,,,
3897016,5,спасибо за подсказки и внимательное отношение,,,,,
3897067,5,сантехник связался сразу вопрос решен,,,,,
3897113,5,спасибо технику,,,,,
3897118,5,благодарю всё отлично,,,,,
3897201,5,сантехник был,,,,,
3897252,5,подсказали куда обратиться для решения вопроса,,,,,
3897281,5,спасибо большое за информацию татьяна молодец,,,,,
3897654,5,электрик пришёл в день обращения снял показания счеткик работает сотрудник вежливый благодарю,,,,,
3897730,5,все было сделано быстро и качественно,,,,,
3897831,5,напор стал гораздо сильнее небо и земля быстро поняли причину слабого напора спасибо,,,,,
3898045,5,спасибо за вашу работу вычислить бы кто вырвал предыдущий доводчик и наказать а вам спасибо,,,,,
3898232,5,да открыла спасибо,,,,,
3898417,5,быстро позвонили пришли все сделали спасибо,,,,,
3898427,5,молодцы очень оперативно прям минус одна головная боль,,,,,
3898572,5,очень быстро качественно спасибо,,,,,
3898709,5,спасибо большое за разъяснения и за оперативность,,,,,
3898761,5,сотрудники работают на мгновенно обрабатываются заявки ответ поступает сразу и всё решается отличный сервис очень приятно,,,,,
3898762,5,быстро и понятно,,,,,
3899012,5,просто и удобно а также быстро и экономия времени и ресурсов,,,,,
3899842,5,отлично все сделано балов,,,,,
3899902,4,четвёрка за то что выслали только со второго раза нужную квитанцию,,,,,
3900150,5,спс,,,,,
3900408,5,спасибо большое все получила,,,,,
3900525,5,спасибо очень оперативно,,,,,
3900539,5,благодарю мастера всё объяснил и дал рекомендации,,,,,
3900559,5,ребята молодцы,,,,,
3900602,5,спасибо за оперативное решение,,,,,
3900869,5,большое спасибо мастеру,,,,,
3900886,5,к оказанию самой услуги и сантехнику претензий нет а вот то что отключения происходят регулярно крайне негативно сказывается на впечатление о компании самолет ук,,,,,
3901101,5,специалист компетентно объяснил что необходимо сделать таких случаях игорь золотухин,,,,,
3901168,5,быстро и чётко,,,,,
3901182,5,всё хорошо,,,,,
3901194,5,владимир грамотно и здорово и быстро все сделал,,,,,
3901238,5,отличный сервис,,,,,
3901257,5,спасибо сервис работает это самое главное,,,,,
3901356,5,все отлично позвонили ответ предоставили,,,,,
3901414,5,заявка была отработана в течение ти минут благодарю за оперативность,,,,,
3901446,5,оперативное решение спасибо,,,,,
3901616,5,татьяна оперативно решила вопрос очень отзывчивая,,,,,
3901836,5,все гуд,,,,,
3901987,5,поприветствовали предложили присесть всё быстро оформили спасибо,,,,,
3902000,4,спасибо что убрали надпись думал будет аккуратнее,,,,,
3902088,5,все быстро и четко,,,,,
3902093,5,добрый день заявка была выполнена качественно сотрудники грамотные очень вежливые большое им спасибо,,,,,
3902383,5,спасибо за помощь от подключившихся инженеров,,,,,
3902482,5,замечательный мастер все очень оперативно и качественно добрый человек с золотыми руками огромное спасибо,,,,,
3902496,5,благодарю хотя я уже давно просила и получаю на эл почту но почему то ещё и бумажные получала,,,,,
3902529,5,вопрос был решен оперативно спасибо большое,,,,,
3902558,5,молодцы,,,,,
3902632,5,все ок спасибо,,,,,
3902786,5,красавцы быстро оперативно очень приятно в общении,,,,,
3902795,5,хорошее обслуживание,,,,,
3903272,5,оперативно как всегда,,,,,
3903349,5,большое спасибо оперативно поставили ограничители,,,,,
3903374,4,одну звезду сняла за то что отличается цвет плитки,,,,,
3903406,5,спасибо быстро и оперативно,,,,,
3903436,5,горячая вода появилась,,,,,
3903607,5,вот теперь молодцы,,,,,
3903626,5,все отлично бистро устранили мастер хороши,,,,,
3903666,5,спасибо проблема была решена,,,,,
3903709,5,спасибо за оперативность и грамотный развёрнутый ответ,,,,,
3903741,5,спасибо большое заявка выполнена быстро и качественно,,,,,
3903997,5,выполнено быстро и качественно,,,,,
3904073,5,всё понятно объяснили,,,,,
3904265,5,большое спасибо василию за проделанную работу,,,,,
3904421,5,благодарю помогли а то до вас никто не мог решить эту проблему еще раз спасибо,,,,,
3904489,5,очень оперативно менеджер связался ответил на вопросы и отправил необходимые документы благодарю,,,,,
3904503,5,быстро отреагировали запустили,,,,,
3904606,5,спасибо оперативно приняли заявку и отремонтировали лифт работает исправно,,,,,
3904693,5,оперативно и надежно,,,,,
3904847,5,спасибо услуга оказана очень оперативно удобный формат заказала ключ на выходных в понедельник все было готово сотрудники вежливые и внимательные,,,,,
3904911,5,все супер очень оперативно и профессионально спасибо,,,,,
3905059,5,всё быстро и качественно,,,,,
3905086,5,тот кто выполнял заявку чудо оперативно выполнили спасибо,,,,,
3905337,5,спасибо жду бумажные платежные поручения со следующего месяца,,,,,
3905720,5,лучший мастер на свете нужно ему выдать премию,,,,,
3905786,5,спасибо электрику оперативно пришёл,,,,,
3906032,5,хотелось что бы каждый месяц присылали квитанцию на почту или в приложении,,,,,
3906048,5,большое спасибо электрику ситуация была не из простых но он обнаружил проблему и смог ее решить,,,,,
3906126,5,сантехник молодец устранил утечку воды выше по этажу и в нас перестала течь вода молодец,,,,,
3906380,5,спасибо большое за работу и оперативность,,,,,
3906407,4,жалко что при оплате счетов через банк в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты,,,,,
3906535,5,все быстро и качественно,,,,,
3906752,5,спасибо большое жаль что там уже опять намусорили,,,,,
3906789,5,спасибо теперь она закрывается,,,,,
3906922,3,можно было и сразу заявку выполнить не забываете что по периметру несколько контейнеров для пакетов пакеты кончаются быстро значит хозяева убирают за собаками,,,,,
3906976,5,спасибо большое за оперативность мир и процветание вашей компании самолет,,,,,
3907117,5,выше похвал,,,,,
3907364,5,очень вежливая и грамотная сотрудница побольше бы таких,,,,,
3907480,5,спасибо прошу загружать квитанции в личный кабинет без дополнительных запросов,,,,,
3907589,5,все прекрасно,,,,,
3907672,5,все быстро и качественно большое спасибо,,,,,
3907792,5,консультация была проведена профессионально спасибо за разъяснения и рекомендации,,,,,
3907928,5,спасибо большое что починили дверь зашла без проблем дверь работает отлично,,,,,
3908011,5,спасибо за работу,,,,,
3908429,5,спасибо за быстрое решение вопроса лояльность мастера с подбором времени,,,,,
3908490,4,спасибо за обратную связь надеюсь в приложении информация обновиться что оплата прошла,,,,,
3908579,5,спасибо за четкость и быстроту,,,,,
3908590,5,консультация и настройка прибора выполнена очень быстро качественно и профессионально спасибо,,,,,
3908772,5,мастер выполнил работу быстро и чисто все отлично,,,,,
3908843,5,самая лучшая ук спасибо большое за помощь за быструю работу и мгновенную выполнения,,,,,
3908929,5,очень быстро,,,,,
3909086,5,спасибо за оперативный ответ,,,,,
3909146,5,очень удобно получать электронную квитанцию давно пора,,,,,
3909271,5,оперативно выполнили заявку спасибо,,,,,
3909398,5,спасибо специалисту,,,,,
3909430,4,жалко что заранее не предупреждаете что есть тех проблемы сейчас как нам узнать в новости можно написать такое и нет такого раздела про формирование квитанций в заявках в ук не сразу поняла где написать,,,,,
3909441,5,огромнейшее спасибо за оперативность,,,,,
3909442,5,спасибо огромнейшее за оперативность,,,,,
3909517,5,благодарю за работу,,,,,
3909595,5,все решили перезвонили спасибо,,,,,
3909682,5,очень быстро все сделали,,,,,
3909787,5,все отлично жаль что для сотрудников компании на данные услуги не действуют скидки,,,,,
3909863,5,очень приятный менеджер консультант которая всё правильно и подробно объясняет,,,,,
3909888,5,спасибо все супер,,,,,
3910052,5,специалист пришёл очень быстро все быстро исправил спасибо,,,,,
3910060,5,всё супер вопрос решён быстро,,,,,
3910089,5,очень надеюсь что квитанция будет дублироваться и в приложении а так оперативно и быстро поступила,,,,,
3910166,5,спасибо большое за быстрое реагирование,,,,,
3910233,5,спасибо девочкам операторам,,,,,
3910259,5,менеджер елизавета очень быстро решила мой вопрос спасибо,,,,,
3910269,5,спасибо но придумайте пожалуйста способ как этого избежать на будущее,,,,,
3910346,5,спасибо за работу выполнена качественно и в срок,,,,,
3910406,5,прям молодцы порадовали все четко,,,,,
3910434,5,алексей профессионал в своем деле быстро нашел проблему и устранил ее огромное ему спасибо,,,,,
3910685,5,да подтверждаю вчера вечером обнаружила что устранено спасибо,,,,,
3910836,5,вопрос решён,,,,,
3910841,5,спасибо за помощь,,,,,
3910908,5,спасибо очень быстро сработали,,,,,
3910977,5,добрый день спасибо за разъяснение всего вам хорошего,,,,,
3911065,5,молодец электрик оперативно решил проблему,,,,,
3911104,5,быстро и аккуратно благодарю,,,,,
3911134,5,спасибо большое пусть убирают часто,,,,,
3911142,5,очень оперативно,,,,,
3911182,5,все вежливо и информативно,,,,,
3911339,5,спасибо вам за заботу о нас и нашем здоровье экология это замечательно,,,,,
3911355,5,работа сотрудника офиса ук евгении на,,,,,
3911421,5,спасибо за работу все быстро и качественно,,,,,
3911514,5,спасибо большое проблема была решена очень быстро,,,,,
3911553,5,менеджеру наталье и дежурного сантехнику большая благодарность за оперативное решение проблемы,,,,,
3911570,5,спасибо оперативно и в полной мере ответили на мой вопрос,,,,,
3911586,5,быстро качественно устранил наш засор,,,,,
3911663,5,спасибо все качественно и профессионально,,,,,
3911763,5,быстро и качественно спасибо,,,,,
3911815,5,отличная функция спасибо,,,,,
3911905,5,спасибо за выполненную работу,,,,,
3911957,5,очень оперативно благодарю,,,,,
3911983,5,оперативно и четко сделали аккуратно прибрались после работы,,,,,
3912007,5,спасибо александру за профессионализм и быструю работу,,,,,
3912121,5,все отлично сделали быстро и не дорого,,,,,
3912185,5,спасибо большое за оперативный ответ,,,,,
3912199,5,спасибо огромное менеджеру по страхованию евгении гущиной за помощь в оформлении страховки настоящий профессионал своего дела исчерпывающе ответила на все интересующие вопросы,,,,,
3912225,5,оперативно профессионально спасибо,,,,,
3912227,5,специалист связывался по заявке все починили спасибо,,,,,
3912230,5,в течении часов после создания заявки все устранили спасибо,,,,,
3912246,5,ремонт выполнен,,,,,
3912277,5,быстро решили проблему спасибо,,,,,
3912521,5,работа мастера выполнена отлично проблема решилась только при личном визите в ук,,,,,
3912769,5,большое спасибо оксане петриной,,,,,
3912975,5,всё оперативно спасибо,,,,,
3913158,5,добрый день спасибо вопрос решен,,,,,
3913176,5,все быстро и четко спасибо,,,,,
3913279,5,очень ответственная девушка в ук,,,,,
3913316,5,отлично всё работает,,,,,
3913442,5,благодарность мастеру сделал быстро и качественно премию ренату,,,,,
3913486,5,пришли вовремя заранее позвонили уточнить удобное время отличный мастер все сделал быстро и аккуратно,,,,,
3913509,5,все четко объяснили вопросов не осталось,,,,,
3913566,5,ну вроде получше слава богу,,,,,
3913676,5,проблема решена быстро и оперативно,,,,,
3913730,5,всё отлично спасибо,,,,,
3913971,5,очень быстро и вежливо,,,,,
3913976,5,второй специалист все отлично решил спасибо,,,,,
3914097,5,благадарю специалиста,,,,,
3914189,5,очень быстро и качественно спасибо,,,,,
3914351,5,спасибо большое всё сделано супер,,,,,
3914367,5,комод убран большое спасибо за оперативное решение,,,,,
3914531,5,хочу выразить особую благодарность татьяне за проявленный интерес к моему вопросу,,,,,
3914571,5,очень быстро отреагировали и устранили проблему,,,,,
3914622,5,вот теперь все данные правильно внесены спасибо,,,,,
3914767,5,спасибо за оперативную помощь,,,,,
3914795,5,спасибо ключи рабочие,,,,,
3914807,5,круто быстро спасибо,,,,,
3914918,5,быстро эффективно,,,,,
3915053,5,отличный сантехник,,,,,
3915266,5,очень оперативно спасибо,,,,,
3915342,5,как оперативно благодарю,,,,,
3915543,5,быстро среагировали и решили проблему спасибо,,,,,
3915644,5,быстро сделали,,,,,
3916307,5,добрый день вопрос решен очень быстро благодарю за работу и оперативность,,,,,
3916394,5,все хорошо очень доступно все объяснили,,,,,
3916525,5,мастер на все руки спасибо большое,,,,,
3916845,5,да спасибо пока не сломали,,,,,
3917220,5,все очень быстро и качественно сделал сантехник сергей,,,,,
3917341,5,спасибо огромное,,,,,
3917445,5,большое спасибо очень внимательно и клиентоориентированность на высшем уровне,,,,,
3917598,5,спасибо большое за оперативное решение,,,,,
3917634,5,отличное обслуживание,,,,,
3917644,5,всё решили,,,,,
3918118,5,быстро выявили ошибку в показаниях и не стала делать в убыток мне позвонила мне уточнила и решила всё огромное спасибо вам меняется в лучшую сторону,,,,,
3918621,5,ключи работают,,,,,
3918647,5,спасибо большое выполнили работу быстро и аккуратно,,,,,
3918748,5,все быстро качественно как договорились спасибо,,,,,
3918861,5,всё отлично спасибо большое,,,,,
3919084,5,самый вежливый работник,,,,,
3919087,5,четко и я оперативно,,,,,
3919099,5,спасибо за выписки счет на эту сумму когда подкрепят в приложение,,,,,
3919231,5,достаточно быстро спасибо,,,,,
3919253,5,оперативно устранили дали консультацию,,,,,
3919349,5,спасибо огромное специалисту за оперативность и профессионализм,,,,,
3919367,5,напор стал хорошим спасибо,,,,,
3919407,5,благодарю за качественную и оперативную работу сотрудников ук с наилучшими пожеланиями к вам,,,,,
3919607,5,все отлично спасибо за быстрое устранение проблемы,,,,,
3919776,5,оперативно среагировали пришло большое количество строителей и помогли убрать всю воду,,,,,
3919877,5,виталик молодец,,,,,
3920112,5,спасибо большое что все быстро починили спасибо за хорошую работу,,,,,
3920141,5,была протечка смесителя в ванной мастер пришел в течении полу часа поменял прокладки вопрос решен,,,,,
3920353,5,самый лучший клиентский менеджер всегда идеально решает все вопросы,,,,,
3920384,5,быстро устранили проблему,,,,,
3920419,5,заявка выполнена мгновенно,,,,,
3920519,5,спасибо татьяне быстро и понятно все объяснила,,,,,
3920546,5,быстрая реакция на обращение на данный момент протечек нет,,,,,
3920898,5,вопрос был решен оперативно спасибо как сантехнику так и менеджеру к сожалению не спросила имена,,,,,
3920982,5,выполнено быстро и качественно починили перила,,,,,
3921006,5,спасибо за оперативно отработанную заявку,,,,,
3921008,5,очень грамотный специалист устранил моментально,,,,,
3921012,5,спасибо за оперативную уборку,,,,,
3921069,5,проблема решена с дверью взаимодействие с овд игнорировано,,,,,
3921087,5,спасибо большое очень быстро и оперативно мастер классный отлично знает свою работу,,,,,
3921135,4,было бы звезд но пришлось действовать через руководство поэтому четыре,,,,,
3921169,5,сантехник пришел в течение минут вежливый проблему разрешил,,,,,
3921394,5,спасибо сегодня возвращался домой и запаха не почувствовал,,,,,
3921414,5,электрик прибежал оперативно и отключил сигнал пожарной тревоги,,,,,
3921572,5,большое спасибо очень оперативно,,,,,
3921610,5,все быстро и оперативно спасибо,,,,,
3921850,4,проблему устранили но не сообщили по запросу сколько потребуется времени на её решение,,,,,
3921888,5,спасибо за прямую связь со специалистом который смог устранить неисправность,,,,,
3921907,5,проблема решена теперь всё работает как надо,,,,,
3922048,5,днём звонили был занят за рулём извините вечером пришли домой всё пересмотрели проверили вашу информацию спасибо нам всё понятно всё на каждый вопрос вы ответили спасибо вам большое,,,,,
3922180,5,большое спасибо все нормально работает,,,,,
3922350,5,очень оперативно вс исправили,,,,,
3922395,5,быстро качествено и оперативно,,,,,
3922415,5,отзвонились зафиксировали дежурный электрик молодец,,,,,
3922505,5,всё очень быстро сделали,,,,,
3922516,5,спасибо огромное за быстрое решение моей заявки,,,,,
3922726,5,электрик пришел все проверил и нам объяснил все спасибо большое,,,,,
3922770,5,только положительные эмоции специалист очень ответственный огромная благодарность,,,,,
3922826,5,откусили конец сгоревшего ноля заменили левый автомат будем наблюдать далее,,,,,
3922849,5,мастеру александру спасибо большое,,,,,
3922963,5,вежливые доброжелательные разъяснили подсказали,,,,,
3923000,5,хорошая девушка менеджер очень понятливая и на вошла в положение всех жителей и донесла это до руководства благодарю её,,,,,
3923075,5,спасибо большое за оперативность хорошего дня вам,,,,,
3923181,5,все хорошо быстро пришел мастер сделал все четко,,,,,
3923198,5,самое главное оперативно,,,,,
3923385,5,прекрасный мастер,,,,,
3923395,5,сергей анатольевич мастер своего дела выполнил работу быстро и качественно спасибо,,,,,
3923512,5,отличный специалист вопрос решен спасибо,,,,,
3923554,5,устранили неполадку очень оперативно и качественно большое спасибо,,,,,
3923598,1,сделали после того как написали в наш город заявки соседи,,,,,
3923670,5,оперативно и быстро спасибо сергею,,,,,
3923717,5,спасибо вы классные,,,,,
3923890,5,в лучшем виде,,,,,
3924204,5,благодарю за оперативное устранение проблемы отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы приятное общение и человеческое отношение,,,,,
3924205,5,спасибо большое вам за работу,,,,,
3924313,5,все быстро и оперативно,,,,,
3924411,4,вопрос решен ну мусорка снова полная можно поставить два контейнера,,,,,
3924430,5,спасибо не делайте так больше или хотя бы заранее предупреждайте о раннем отключении воды чтоб люди с вечера успели её набрать,,,,,
3924431,5,приехали быстро спасибо,,,,,
3924473,5,всё быстро работа выполнена,,,,,
3924568,5,спасибо отлично,,,,,
3924647,5,спасибо за быструю реакцию,,,,,
3924661,5,все супер,,,,,
3924836,5,претензий нет,,,,,
3924911,5,спасибо большое мастеру все починил объяснил,,,,,
3925142,5,спасибо большое всем кто помог решить данную проблему,,,,,
3925271,5,спасибо огромное петрине оксане вдадимировне из заявок только она смогла правильно ответить на заявку а остальных можете увольнять работают видно для галочки,,,,,
3925338,5,все очень хорошо,,,,,
3925362,5,быстро и четко,,,,,
3925459,5,замечательный шутро и быстро сделали молодец,,,,,
3925547,5,спасибо решили оперативно,,,,,
3925616,5,отличный специалист,,,,,
3925656,5,спасибо никита,,,,,
3925871,5,оперативно очень вежливый сантехник приятно было общаться и получить решение проблемы через минут спасибо,,,,,
3926222,5,спасибо за информацию,,,,,
3926410,5,очень нравится что стали поливать газон,,,,,
3926559,5,мастер супер,,,,,
3926660,5,спасибо большое за скорость,,,,,
3926685,5,спасибо дежурному сантехнику,,,,,
